Record Id,Punto de venta,Cerrado,Dirección,lat,lng,Área,Sector,ZONA,Nº,Código postal,Actualizada,Clasificación,Nº teléfono
707987000007093922,UDON Meridiano,FALSE,Centro Comercial Meridiano,,,TF,NORTE TF,SANTA CRUZ,4434,38005,TRUE,CENTRO COMERCIAL,922 22 66 79
707987000007093917,UDON Alisios,FALSE,Centro Comercial Alisios,,,GC,NORTE GC,7 PALMAS,4433,35018,TRUE,CENTRO COMERCIAL,928 39 53 89
707987000004036109,Primor Muelle,FALSE,"Muelle de Santa Catalina, s/n - C.C. El Muelle, local B16+B17",,,GC,NORTE GC,PUERTO,4418,35007,TRUE,PERFUMERIA,
707987000004036097,Primor Mallorca,FALSE,"C/ San Miguel, 4",,,MALL,MALLORCA,MALLORCA,4406,7002,TRUE,,
707987000004036047,U.P. LA PATERNA,FALSE,"C/ Manuel de Falla, S/N",,,GC,NORTE GC,7 PALMAS,4356,35019,TRUE,,
707987000002528089,SAGULPA,FALSE,"Avda. José Ramírez Bethencourt, 33",,,,,,4379,35004,TRUE,,
707987000000599956,EDEN-XARIG,FALSE,...,,,,,,PV-000041,,TRUE,,
707987000000599935,Electrostocks,FALSE,"C/Juan Dguez Pérez, 32",,,GC,NORTE GC,PUERTO,4346,35008,FALSE,,
707987000000599896,Taco Bell Las Arenas,FALSE,C.C. Las Arenas Ctra. Del Rincón s/n.,,,GC,NORTE GC,ARENAS,4307,35010,FALSE,,
707987000000599526,Comercial El Castillo,FALSE,Avda del Castillo,,,FT,CENTRO FT,EL CASTILLO,4190,35610,FALSE,,
707987000000599503,Hotel Gran Laguna,FALSE,C/ Nava y Grimón nº18,,,TF,NORTE TF,SANTA CRUZ,4165,38201,FALSE,,
707987000000599495,La Oca (La Laguna),FALSE,C/ Herradores 55,,,TF,NORTE TF,SANTA CRUZ,4156,38201,FALSE,,
707987000000599492,Concesionario Domingo Alonso Sebadal,FALSE,"C/ Dr. Juan Dguez Pérez, 12 Pol. Ind. El Sebadal",,,GC,NORTE GC,PUERTO,4152,35008,TRUE,AUTOMOCIÓN,928 00 53 00
707987000000599484,Centro de estética y formación Jesica Cubides,FALSE,"C/ Ruiz de Alda, 12",,,GC,NORTE GC,MESA Y LÓPEZ,4140,35007,FALSE,VARIOS,
707987000000599478,Vivienda Luz Cappa,FALSE,"C/ Tomás alba Edison, 27 3º dcha",,,GC,NORTE GC,MESA Y LÓPEZ,4134,,FALSE,,667387605
707987000000599476,Centrilen óptica,FALSE,"c/ Tomás Morales, 120",,,GC,NORTE GC,7 PALMAS,4131,35004,FALSE,"OPTICA, AUDICION",
707987000000599450,Antonio Puig (oficinas Gran Canaria),FALSE,"C/ Antonio Mariano Enrique, nº3 Planta 5 Oficina 9 Edf. Ibsa",,,GC,NORTE GC,7 PALMAS,4104,35011,FALSE,,928 91 83 38
707987000000599444,Viviendas Vacacionales,FALSE,"C/Torre Quevedo,nº 29-30",,,GC,NORTE GC,ZONA PUERTO,4098,35007,FALSE,,
707987000000599438,Clínica Dental Grau,FALSE,C/ Mas de Gaminde - edificio 45 - entresuelo 9,,,GC,NORTE GC,MESA Y LÓPEZ,4085,35006,FALSE,,
707987000000599431,Colegio Arenas,FALSE,"Calle Tarahales, 76",,,GC,NORTE GC,7 PALMAS,4078,35013,FALSE,,928 41 59 96
707987000000599427,Escuela de Baile UP,FALSE,"Avda. Federico García Lorca, local nº. 2",,,GC,NORTE GC,MESA Y LÓPEZ,4074,35011,FALSE,CENTRO CULTURAL,
707987000000599425,Honda,FALSE,CC La Loza - Miller Bajo,,,GC,NORTE GC,7 PALMAS,4072,35014,FALSE,,
707987000000599424,Hyundai,FALSE,CC La Loza - Miller Bajo,,,GC,NORTE GC,MILLER BAJO,4071,35007,FALSE,,
707987000000599414,Gimnasio,FALSE,CC Las Palmeras Golf - planta baja -,,,GC,NORTE GC,LA MINILLA,4061,35011,FALSE,,
707987000000599360,Fotocine,FALSE,"CC Varadero, lc 143-144",,,GC,SUR GC,VARADERO,4003,35100,FALSE,,928 90 10 81
707987000000599356,104) Viajes El Corte Inglés,FALSE,"Plaza Dr Rafael O´Shanahan, 4 (Avda. Juan XXIII)",,,GC,NORTE GC,MESA Y LÓPEZ,3999,35004,TRUE,AGENCIA VIAJES,928 29 24 02
707987000000599345,Bingo Flamingo,FALSE,"C.C.Torviscas,lc 2.1C. C/Valencia s/n",,,TF,SUR TF,TORVISCAS,3987,38660,FALSE,,
707987000000599319,Edificio Miller,FALSE,Parque Santa Catalina,,,GC,NORTE GC,ZONA PUERTO,3960,35007,FALSE,,
707987000000599022,Linea PLV Canarias,FALSE,"C/Pardilla,Nº 40",,,GC,NORTE GC,PUERTO,3914,35009,FALSE,VARIOS,
707987000000599019,Hotel Emilio Zola,FALSE,C/ Emilio Zola esquina Thomas Alva Edison,,,GC,NORTE GC,PUERTO,3907,35007,FALSE,HOTEL,
707987000000599012,Hospital Insular,FALSE,"Avenida Marítima del Sur, s/n.",,,GC,NORTE GC,SAN CRISTÓBAL,3899,35016,FALSE,CENTRO MEDICO,
707987000000598986,Parafarmacia Cardenes,FALSE,"C/ Arenal, nº 14",,,GC,NORTE GC,7 PALMAS,3873,35003,FALSE,FARMACIA,
707987000000598918,Salón Cárdenes T.Cuida,FALSE,"C /Juan Ramón Jiménez,43 Lc 5",,,GC,NORTE GC,MESA Y LÓPEZ,3801,35011,FALSE,VARIOS,
707987000000598912,Bingo Hespérides,FALSE,"Avda. José Mesa y López, 60",,,GC,NORTE GC,MESA Y LÓPEZ,3795,35010,FALSE,VARIOS,
707987000000598900,Gobierno de Canarias,FALSE,...,,,GC,NORTE GC,TRIANA,3783,,FALSE,OFICINA,
707987000000598899,Spar Cencosu,FALSE,C/ Tomás Morales,,,GC,NORTE GC,TRIANA,3782,,FALSE,HIPERMERCADO,
707987000000598892,Parafarmacia Castillo Caleta de Fuste,FALSE,"Paseo Marítimo, S/N. - Bajos Hotel Los Geranios",,,FT,CENTRO FT,EL CASTILLO,3775,35601,FALSE,FARMACIA,
707987000000598810,Bingo Real Club Victoria,FALSE,"Avda. José Mesa y López, 15",,,GC,NORTE GC,MESA Y LÓPEZ,3688,35006,FALSE,,
707987000000598542,Bingo Ópera,FALSE,"C/ Néstor de la Torre, 31",,,GC,NORTE GC,M&L,3676,35006,FALSE,VARIOS,
707987000000598424,La Alegranza Viajes,FALSE,"Avda. Vía Medular, 99, 1ª Planta",,,LZ,SUR LZ,PLAYA BLANCA,3546,35580,FALSE,AGENCIA VIAJES,902 15 36 85
707987000000598401,Casa Pueblo Canario,FALSE,"C/ Francisco González Díaz, s/n.",,,GC,NORTE GC,M&L,3523,35005,FALSE,CENTRO CULTURAL,928 242 985
707987000000598373,32) Grupo Halcon - Ecuador Viajes,FALSE,"C/Galicia,nº13",,,GC,NORTE GC,M&L,3494,35006,TRUE,AGENCIA VIAJES,928 23 10 11
707987000000598370,125) Insular Viajes,FALSE,"C San Juan, nº 1",,,HI,EL HIERRO,HIERRO,3491,38900,TRUE,AGENCIA VIAJES,922 55 00 38
707987000000598333,B Tthe Travel Brand,FALSE,"Avda Mesa Y López,nº 56",,,GC,NORTE GC,M&L,3451,35010,FALSE,AGENCIA VIAJES,
707987000000598325,69) Monzon Viajes,FALSE,"C/ Juan Manuel Durán,nº48",,,GC,NORTE GC,M&L,3443,35010,FALSE,AGENCIA VIAJES,928226655
707987000000597999,Viajes 2000,FALSE,"C/ Torres, 9",,,GC,NORTE GC,PUERTO,3370,35002,FALSE,AGENCIA VIAJES,928536473
707987000000597995,(C) Perfumes.es,TRUE,"Avda Rafael Puig Lluvina, nº 1 CC Gala (antes Maya",,,TF,SUR TF,SANTIAGO,3366,38640,FALSE,PERFUMERIA,922 17 34 86
707987000000597943,Hotel Bull Costa Canaria,FALSE,"C/ Retama, nº 1",,,GC,SUR GC,PARCELA X,3307,35100,FALSE,HOTEL,928 760 200
707987000000597929,Riu Parfums Ripoche,FALSE,"Ripoche, nº3",,,GC,NORTE GC,PUERTO,3289,35007,FALSE,PERFUMERIA,
707987000000597923,Oficinas MHP servicios de control,FALSE,"Avda. Alcalde J. Ramírez Bethercourt, nº. 12",,,GC,NORTE GC,M&L,3282,35004,FALSE,OFICINA,902 363 834
707987000000597916,Lys,FALSE,"C/ Luis Morote, 10-12, (esquina C/ Albareda)",,,GC,NORTE GC,PUERTO,3275,35007,FALSE,PERFUMERIA,928 22 05 06
707987000000597897,World Pafums,FALSE,"C.C. CITA, L-28",,,GC,SUR GC,CC CITA,3254,,FALSE,PERFUMERIA,
707987000000597879,Drago- apertura 2014,TRUE,C.C. Los Arcos,,,FT,CENTRO FT,EL CASTILLO,3233,,FALSE,PERFUMERIA,928 16 35 82
707987000000597878,Sanitas Residencial,FALSE,"C/ Nardo, nº8",,,GC,NORTE GC,M&L,3231,35019,FALSE,,
707987000000597874,Explotaciones Javiter,FALSE,"Los cuarteles, 11 local 1",,,GC,NORTE GC,PUERTO,3211,35018,FALSE,,
707987000000597867,Hotel AC Iberia,FALSE,"Avda Alcalde J. Ramirez Bethencourt, 8",,,GC,NORTE GC,PUERTO,3204,35004,FALSE,HOTEL,"928,36,11,33"
707987000000597841,Macavá,FALSE,CC El Muelle (local 2013),,,GC,NORTE GC,PUERTO,3174,35007,FALSE,PERFUMERIA,928 26 37 70
707987000000597794,The Led Home,FALSE,"C/El Cid, 27-29",,,GC,NORTE GC,PUERTO,3116,,FALSE,,618 745 304
707987000000597516,The Led Store,FALSE,C/El Cid 25-27,,,GC,NORTE GC,M&L,3091,35007,FALSE,,618745304
707987000000597514,Fund Grube Colón,FALSE,"Pto. Colón, Avda. del Litoral Bajos Hotel La Pinta",,,TF,SUR TF,S EUGENIO,3088,38660,TRUE,PERFUMERIA,922 141 964
707987000000597509,Hotel Gloria Palace San Agustín,FALSE,C/de las Magnolias s/n,,,GC,SUR GC,PARCELA X,3078,35290,FALSE,HOTEL,928 77 64 04
707987000000597447,Douglas Cadena Alemana,FALSE,CC Gran Plaza,,,,,TEROR,3013,,FALSE,,
707987000000597424,Kaminis,FALSE,"CC Kasbah, nº 167-171",,,GC,SUR GC,CC KASBAH,2985,35100,FALSE,,
707987000000597415,Farmacia J.Cristobal Sánchez,FALSE,"Escaleritras, 80",,,GC,NORTE GC,7 PALMAS,2974,35012,FALSE,,
707987000000597369,Elegance,FALSE,"C/Sagasta,11",,,GC,NORTE GC,PUERTO,2920,35004,FALSE,PERFUMERIA,928 26 02 87
707987000000597367,Joyería Palacio,FALSE,"CC CASTILLO-LOCAL A,1",,,FT,CENTRO FT,EL CASTILLO,2918,35610,FALSE,JOYERIA,
707987000000597366,Fab Perfumes,FALSE,C/Ripoche nº3,,,GC,NORTE GC,PUERTO,2916,,FALSE,PERFUMERIA,928 277 864
707987000000597361,SANS,FALSE,"JAIME DE SANTACILIA, 1",,,MALL,MALLORCA,MALLORCA,2909,7012,FALSE,,
707987000000597336,XARIG,FALSE,"CONVENTO,37  (2)",,,MALL,MALLORCA,MALLORCA,2884,7200,FALSE,,
707987000000597334,XARIG,FALSE,"FRANCISCO FIOL Y JUAN,10  (1)",,,MALL,MALLORCA,MALLORCA,2882,7010,FALSE,,
707987000000597300,STEFANEL,FALSE,"PASEO SARALEGUI, 1",,,MALL,MALLORCA,MALLORCA,2846,7470,FALSE,,
707987000000597288,SIRER,FALSE,"ARIEL, 30 ESQ BOULEVARD LOCAL-4",,,MALL,MALLORCA,MALLORCA,2832,7660,FALSE,,
707987000000597283,SIRER,FALSE,"PASEO JUAN LLINAS, 1",,,MALL,MALLORCA,MALLORCA,2827,7560,FALSE,,
707987000000596984,Internacional,FALSE,"Cala Blanca 1, local 2-1",,,MALL,MALLORCA,MALLORCA,2784,7015,FALSE,,
707987000000596959,EDEN,FALSE,PZA COS 1,,,MALL,MALLORCA,MALLORCA,2759,7501,FALSE,,
707987000000596942,Blau Blue,FALSE,C/ Vía Suiza 2,,,MALL,MALLORCA,MALLORCA,2742,7458,FALSE,,
707987000000596926,Aurai,FALSE,Avnida Samarina local 1,,,MALL,MALLORCA,MALLORCA,2726,7660,FALSE,,
707987000000596853,Central Óptica,FALSE,C/San Bernardo,,,GC,NORTE GC,TRIANA,2629,,FALSE,"OPTICA, AUDICION",928361913
707987000000596843,Makro,FALSE,"Avda de la Libertad, s/n POL. Los Majuelos",,,TF,NORTE TF,SANTA CRUZ,2619,38108,FALSE,HIPERMERCADO,922 31 18 00
707987000000596840,Carrefour,FALSE,"Hoya de la Plata, Paseo Blas Cabrera Felipe s/n",,,GC,NORTE GC,PUERTO,2616,35016,FALSE,HIPERMERCADO,928 33 66 40
707987000000596834,Joyeria Choitrams,FALSE,Avda Generalisimo 10,,,TF,NORTE TF,SANTA CRUZ,2610,,FALSE,JOYERIA,922 387 133
707987000000596825,Farmacía Violan,FALSE,Avda De los Remedios nº 22,,,TF,NORTE TF,SANTA CRUZ,2598,38410,FALSE,FARMACIA,
707987000000596807,Farmacia Alicia Artiles Betancort,FALSE,Pte Alvear nº8,,,GC,NORTE GC,PUERTO,2571,,FALSE,FARMACIA,
707987000000596795,Discoteca Faro,FALSE,"CC Costa Torviscas, Lc 79",,,TF,SUR TF,TORVISCAS,2551,,FALSE,"RESTAUR, PUB, DISCO",922 71 28 41
707987000000596778,Hotel NH Imperial Playa,FALSE,C/Ferreras nº1,,,GC,NORTE GC,PUERTO,2515,35008,FALSE,HOTEL,
707987000000596777,Defa,FALSE,"CC Las Ramblas, (zona del negrin)",,,GC,NORTE GC,7 PALMAS,2513,,FALSE,PERFUMERIA,928 482 919
707987000000596502,Farmacia José R. Garcia,FALSE,C/Rafael Garcia- Miller Bajo,,,GC,NORTE GC,7 PALMAS,2493,35014,FALSE,FARMACIA,"928,36,90,77"
707987000000596487,Teatro Pérez Galdos,FALSE,Triana,,,GC,NORTE GC,TRIANA,2476,,FALSE,CENTRO CULTURAL,
707987000000596472,Aroa Parfums,FALSE,"Alc Juan Ramón Soto Morales, 12 C.C. los Arcos, Lo",,,FT,CENTRO FT,EL CASTILLO,2457,35610,FALSE,PERFUMERIA,928 16 35 17
707987000000596446,Gallery,FALSE,CC City Center,,,TF,SUR TF,PARAISO ROYAL,2422,38436,FALSE,,922 79 74 56
707987000000596440,Farmacia Margarita Aneros SantaMaria,FALSE,"C/Alfereces Provisionales, 27  (C.C. Yumbo)",,,GC,SUR GC,CC YUMBO,2414,,FALSE,FARMACIA,
707987000000596385,Hotel Noelia,FALSE,"Avda Noelia Alonso Cabrera, nº 6",,,TF,SUR TF,LAS AMERICAS,2333,,FALSE,HOTEL,922 79 36 09
707987000000596375,Fotocine,FALSE,"CC Metro, local nº 34",,,GC,SUR GC,CC METRO,2320,,FALSE,,
707987000000596374,Fotocine,FALSE,"CC Metro, local 34",,,GC,SUR GC,CC METRO,2319,,FALSE,,928767080
707987000000596369,Joyeria Geneve,FALSE,"CC Cita, local 55-65",,,GC,SUR GC,CC CITA,2314,,FALSE,JOYERIA,
707987000000596364,Pacha,FALSE,"CC Castillo, local A1",,,FT,CENTRO FT,EL CASTILLO,2308,35610,FALSE,"RESTAUR, PUB, DISCO",
707987000000596351,Programvision,FALSE,"Avda Mesa y López, nº 19",,,GC,NORTE GC,M&L,2292,35006,FALSE,"OPTICA, AUDICION",
707987000000596315,Riu Parfums Castillo,FALSE,"CC El Castillo, Local 13 y 14",,,FT,CENTRO FT,EL CASTILLO,2241,35610,FALSE,PERFUMERIA,677 94 04 37
707987000000596308,Defa (Almacen),FALSE,"C/Tajaraste, nº 4 Esq Parroco Segundo Vega",,,GC,NORTE GC,TRIANA,2230,,FALSE,PERFUMERIA,928 32 31 44
707987000000596302,(C) World Parfums,TRUE,"CC Plaza, local 28",,,GC,SUR GC,PARCELA X,2221,35100,FALSE,PERFUMERIA,928 76 01 91
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
,,FALSE,,,,,,,,,FALSE,,
